 === Showing param === 
 NB_LINES:           6
 NB_RULES:           2
 NB_FAM:          2
 NB_SIM:          0
 ALPHA:           2
 SEGM_STRAT:      0
 HOMEMADE_RULES:  0
 DISTANCE_RULE:   3600
 ANGLES   330 15 145 195
 DELTA_OR / DELTA_DIST:   0	0

2020-Apr-03 15:52:34
	 nb edge fam 1: 300	nb edge fam 2: 120

Inter_Section_5_6_Fs03_fault	25483.7	120174	2379
Inter_Section_1_6_F71_fault	25956.4	115498	2959.32
Inter_Section_5_6_Fs05_fault	23075	119531	3315.03
Inter_Section_3_6_F62_fault	25673.7	117823	3177.43
Inter_Section_4_6_F62_fault	25298.8	118924	3717.44
Inter_Section_5_6_F62_fault	25209.9	120101	3019.54
Inter_Section_3_6_F63_fault	25373.2	117743	2967.04
Inter_Section_4_6_F58_fault	28865.9	119875	2837.9
Inter_Section_5_6_F58_fault	28322.3	120931	2835.77
Inter_Section_3_6_F59_fault	28959	118699	2898.25
Inter_Section_4_6_F59_fault	28485.8	119774	3189.23
Inter_Section_5_6_F59_fault	28065.1	120862	3324.94
Inter_Section_4_6_F66_fault	24587.7	118734	3062.89
Inter_Section_5_6_F65_fault	24668.8	119956	2819.68
Inter_Section_5_6_F68_fault	24076.3	119798	3316
Inter_Section_3_6_Fs07_fault	23548.1	117256	4592.25
Inter_Section_4_6_Fs07_fault	23539.2	118455	4395.87
Inter_Section_5_6_Fs07_fault	23572.4	119664	4088.95
Inter_Section_5_6_Fs01_fault	25170.2	120090	2480.3
Inter_Section_0_6_Fs08_fault	25072.4	114061	3156.41
Inter_Section_4_6_Fs06_fault	23951.8	118565	4152.51
Inter_Section_5_6_Fs06_fault	23947.9	119764	3954.08
Inter_Section_3_6_F60_fault	28252.2	118511	3443.26
Inter_Section_4_6_F60_fault	27791.2	119588	3496.42
Inter_Section_0_6_F73_fault	28127.6	114876	3108.05
Inter_Section_3_6_F72ter_fault	25238.6	117707	4530.67
Inter_Section_5_6_F61_fault	25424.9	120158	3116.26
Inter_Section_5_6_Fs02_fault	24892.6	120016	2821.33
Inter_Section_0_6_F72_fault	25827.2	114263	3841.55
Inter_Section_1_6_F72_fault	26229	115570	3595.28
Inter_Section_2_6_F72_fault	26117.3	116741	3573.11
Inter_Section_0_6_F72bis_fault	25566.4	114193	4366.19
Inter_Section_1_6_F72bis_fault	25386.7	115346	4332.61
Inter_Section_2_6_F72bis_fault	25148	116483	4573.69
Inter_Section_3_6_F69_fault	24033.9	117386	3191.06
Inter_Section_4_6_F69_fault	24357.3	118673	3757.67
Inter_Section_5_6_Fs04_fault	24977.9	120039	2577.68
Inter_Section_3_6_F67_fault	24440.9	117495	2769.11
Inter_Section_0_6_F70_fault	25543.2	114187	3395.14
Inter_Section_1_6_F70_fault	25373.9	115342	3589.62
Inter_Section_3_6_F69bis_fault	24729.9	117572	4377.97


-1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	
1	-1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	
0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	0	0	0	0	-1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	
1	1	0	0	0	0	1	-1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	
1	1	0	0	0	0	1	1	-1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	
1	1	0	0	0	0	1	1	1	-1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	
1	1	0	0	0	0	1	1	1	1	-1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	
1	1	0	0	0	0	1	1	1	1	1	-1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	0	0	0	0	1	1	1	1	1	1	0	-1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	
1	1	0	0	0	0	1	1	1	1	1	1	0	1	-1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	
1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	-1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	
1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	-1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	
